SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
S397,Mostaza Bimbo 796,9558621943,Granos,2026-05-17,Bimbo,39.71,247
S398,Vinagre Nestle 797,9478628701,Bebidas,2026-02-05,Nestle,59.90,234
S399,Sopa Colgate 798,1147698590,Panaderia,2028-06-18,Colgate,30.68,264
S400,Pasta Ariel 799,8996979348,Carnes,2027-07-08,Ariel,90.78,81
S001,Leche Palmolive 800,1953322143,Limpieza,2027-08-19,Palmolive,177.75,114
S002,Arroz Del Monte 801,9632010170,Cuidado Personal,2027-04-16,Del Monte,58.05,347
S003,Frijol Maggi 802,6264518927,Aceites,2026-05-04,Maggi,109.14,128
S004,Pan Kelloggs 803,2552728784,Condimentos,2027-01-27,Kelloggs,146.57,328
S005,Jugo Pringles 804,9206775128,Endulzantes,2028-01-12,Pringles,43.96,143
S006,Jabon Coca Cola 805,3217966308,Frutas,2028-04-05,Coca Cola,65.88,279
S007,Shampoo Pepsi 806,0406449761,Verduras,2027-01-13,Pepsi,72.64,40
S008,Aceite Lay's 807,0364344239,Congelados,2027-03-24,Lay's,37.08,389
S009,Azucar Knorr 808,9809430998,Snacks,2028-07-15,Knorr,150.34,332
S010,Sal McCormick 809,3427082139,Cereales,2026-01-15,McCormick,165.60,382
S011,Cafe Dos Pinos 810,3630378607,Lacteos,2026-01-23,Dos Pinos,33.36,139
S012,Cereal Bimbo 811,6929081479,Granos,2026-01-01,Bimbo,80.86,419
S013,Atun Nestle 812,3991604304,Bebidas,2028-03-01,Nestle,160.04,196
S014,Sardina Colgate 813,9335173424,Panaderia,2027-08-26,Colgate,72.97,416
S015,Mayonesa Ariel 814,9297128663,Carnes,2028-07-08,Ariel,5.63,408
S016,Ketchup Palmolive 815,3465119107,Limpieza,2027-04-26,Palmolive,19.86,272
S017,Mostaza Del Monte 816,6693905164,Cuidado Personal,2027-12-02,Del Monte,85.28,479
S018,Vinagre Maggi 817,7770554078,Aceites,2028-07-25,Maggi,91.28,2
S019,Sopa Kelloggs 818,0352797566,Condimentos,2027-07-27,Kelloggs,66.87,49
S020,Pasta Pringles 819,6534514188,Endulzantes,2026-12-16,Pringles,105.89,28
S021,Leche Coca Cola 820,7708457697,Frutas,2028-04-23,Coca Cola,92.39,133
S022,Arroz Pepsi 821,0211204538,Verduras,2026-09-03,Pepsi,180.66,370
S023,Frijol Lay's 822,8240074570,Congelados,2027-07-12,Lay's,139.71,329
S024,Pan Knorr 823,8435934638,Snacks,2028-10-13,Knorr,81.97,294
S025,Jugo McCormick 824,9923568544,Cereales,2028-06-18,McCormick,43.14,6
S026,Jabon Dos Pinos 825,1138414320,Lacteos,2026-04-28,Dos Pinos,53.54,395
S027,Shampoo Bimbo 826,3004937618,Granos,2026-08-09,Bimbo,26.76,348
S028,Aceite Nestle 827,6108117267,Bebidas,2028-04-12,Nestle,8.55,7
S029,Azucar Colgate 828,4262026093,Panaderia,2028-02-06,Colgate,137.19,105
S030,Sal Ariel 829,6171076806,Carnes,2026-08-08,Ariel,107.21,50
S031,Cafe Palmolive 830,5961709021,Limpieza,2026-06-09,Palmolive,41.21,55
S032,Cereal Del Monte 831,1527892682,Cuidado Personal,2028-09-12,Del Monte,65.91,332
S033,Atun Maggi 832,7454830304,Aceites,2028-07-25,Maggi,53.15,286
S034,Sardina Kelloggs 833,9266526094,Condimentos,2026-04-20,Kelloggs,173.44,10
S035,Mayonesa Pringles 834,9797141477,Endulzantes,2028-09-23,Pringles,197.69,186
S036,Ketchup Coca Cola 835,5669105795,Frutas,2028-03-04,Coca Cola,86.46,464
S037,Mostaza Pepsi 836,5330543786,Verduras,2027-03-15,Pepsi,166.89,7
S038,Vinagre Lay's 837,0512875705,Congelados,2028-12-09,Lay's,86.76,75
S039,Sopa Knorr 838,0037561548,Snacks,2026-12-22,Knorr,23.67,369
S040,Pasta McCormick 839,3223059320,Cereales,2027-03-05,McCormick,16.18,89
S041,Leche Dos Pinos 840,5070749674,Lacteos,2027-01-04,Dos Pinos,151.51,217
S042,Arroz Bimbo 841,1728061121,Granos,2027-08-12,Bimbo,88.96,427
S043,Frijol Nestle 842,6203525589,Bebidas,2028-01-03,Nestle,160.31,37
S044,Pan Colgate 843,9434335787,Panaderia,2028-11-10,Colgate,77.32,238
S045,Jugo Ariel 844,6211405225,Carnes,2026-07-04,Ariel,19.84,20
S046,Jabon Palmolive 845,4051633355,Limpieza,2027-09-25,Palmolive,178.13,222
S047,Shampoo Del Monte 846,3485158293,Cuidado Personal,2027-09-08,Del Monte,189.05,499
S048,Aceite Maggi 847,6278725142,Aceites,2027-11-06,Maggi,35.78,162
S049,Azucar Kelloggs 848,4408816083,Condimentos,2027-08-25,Kelloggs,31.33,96
S050,Sal Pringles 849,1859522572,Endulzantes,2027-05-14,Pringles,123.88,402
S051,Cafe Coca Cola 850,5698046020,Frutas,2026-03-20,Coca Cola,82.40,405
S052,Cereal Pepsi 851,5956876885,Verduras,2028-08-18,Pepsi,77.31,463
S053,Atun Lay's 852,1432864151,Congelados,2026-12-09,Lay's,195.33,386
S054,Sardina Knorr 853,6798538372,Snacks,2028-04-03,Knorr,110.05,480
S055,Mayonesa McCormick 854,1094255409,Cereales,2028-05-25,McCormick,142.70,94
S056,Ketchup Dos Pinos 855,4914957868,Lacteos,2028-11-24,Dos Pinos,88.96,418
S057,Mostaza Bimbo 856,2588765453,Granos,2026-04-08,Bimbo,75.28,102
S058,Vinagre Nestle 857,3573731131,Bebidas,2027-02-12,Nestle,63.96,223
S059,Sopa Colgate 858,5499062268,Panaderia,2027-09-20,Colgate,12.60,344
S060,Pasta Ariel 859,5754895256,Carnes,2026-02-21,Ariel,109.33,349
S061,Leche Palmolive 860,5210968083,Limpieza,2026-03-21,Palmolive,53.11,165
S062,Arroz Del Monte 861,4537743589,Cuidado Personal,2028-03-17,Del Monte,167.44,124
S063,Frijol Maggi 862,0831120898,Aceites,2028-04-15,Maggi,125.30,446
S064,Pan Kelloggs 863,5399159711,Condimentos,2026-08-13,Kelloggs,191.78,107
S065,Jugo Pringles 864,7719171496,Endulzantes,2028-08-08,Pringles,45.90,243
S066,Jabon Coca Cola 865,1383348316,Frutas,2026-12-05,Coca Cola,157.08,311
S067,Shampoo Pepsi 866,9063677118,Verduras,2026-11-02,Pepsi,138.16,268
S068,Aceite Lay's 867,4078073906,Congelados,2028-06-25,Lay's,107.94,278
S069,Azucar Knorr 868,1776105445,Snacks,2027-07-08,Knorr,107.61,172
S070,Sal McCormick 869,8975249199,Cereales,2028-03-21,McCormick,85.42,453
S071,Cafe Dos Pinos 870,9912374824,Lacteos,2026-09-22,Dos Pinos,14.94,441
S072,Cereal Bimbo 871,7180959824,Granos,2026-07-02,Bimbo,35.68,142
S073,Atun Nestle 872,5667727425,Bebidas,2028-09-11,Nestle,109.15,410
S074,Sardina Colgate 873,7500252889,Panaderia,2027-05-23,Colgate,135.60,165
S075,Mayonesa Ariel 874,8683164938,Carnes,2026-06-03,Ariel,24.84,174
S076,Ketchup Palmolive 875,1567264065,Limpieza,2026-05-22,Palmolive,175.95,359
S077,Mostaza Del Monte 876,0741990974,Cuidado Personal,2027-06-05,Del Monte,60.65,225
S078,Vinagre Maggi 877,4741939234,Aceites,2027-05-17,Maggi,111.30,277
S079,Sopa Kelloggs 878,3751972880,Condimentos,2027-12-18,Kelloggs,114.07,281
S080,Pasta Pringles 879,3885716149,Endulzantes,2028-03-27,Pringles,32.58,65
S081,Leche Coca Cola 880,1470302797,Frutas,2027-03-16,Coca Cola,85.22,277
S082,Arroz Pepsi 881,1817233732,Verduras,2026-11-01,Pepsi,65.07,377
S083,Frijol Lay's 882,7023742395,Congelados,2026-10-12,Lay's,53.33,303
S084,Pan Knorr 883,6139036235,Snacks,2026-12-23,Knorr,20.33,91
S085,Jugo McCormick 884,3546844073,Cereales,2028-02-19,McCormick,91.94,167
S086,Jabon Dos Pinos 885,3543807309,Lacteos,2028-10-21,Dos Pinos,193.05,53
S087,Shampoo Bimbo 886,1179039912,Granos,2026-12-17,Bimbo,57.45,330
S088,Aceite Nestle 887,6065674243,Bebidas,2027-03-09,Nestle,41.73,436
S089,Azucar Colgate 888,9512019844,Panaderia,2026-10-03,Colgate,57.91,449
S090,Sal Ariel 889,6927895307,Carnes,2027-09-21,Ariel,182.37,339
S091,Cafe Palmolive 890,0961877791,Limpieza,2027-01-23,Palmolive,113.11,367
S092,Cereal Del Monte 891,8898757662,Cuidado Personal,2027-02-24,Del Monte,204.80,176
S093,Atun Maggi 892,5926703897,Aceites,2027-06-16,Maggi,153.34,289
S094,Sardina Kelloggs 893,5601691568,Condimentos,2028-01-08,Kelloggs,149.79,215
S095,Mayonesa Pringles 894,6655571614,Endulzantes,2028-10-28,Pringles,6.82,218
S096,Ketchup Coca Cola 895,6874094853,Frutas,2027-01-13,Coca Cola,131.03,443
S097,Mostaza Pepsi 896,9596822773,Verduras,2027-06-24,Pepsi,45.84,271
S098,Vinagre Lay's 897,9986918849,Congelados,2027-09-27,Lay's,160.93,92
S099,Sopa Knorr 898,6881214871,Snacks,2026-04-18,Knorr,58.56,428
S100,Pasta McCormick 899,0873515523,Cereales,2026-09-17,McCormick,32.76,174
S101,Leche Dos Pinos 900,0916001301,Lacteos,2026-02-27,Dos Pinos,39.52,199
S102,Arroz Bimbo 901,9373782357,Granos,2026-10-11,Bimbo,50.47,165
S103,Frijol Nestle 902,1597358430,Bebidas,2027-03-10,Nestle,42.57,370
S104,Pan Colgate 903,5948211787,Panaderia,2028-09-15,Colgate,192.06,196
S105,Jugo Ariel 904,9402235267,Carnes,2027-07-13,Ariel,18.63,35
S106,Jabon Palmolive 905,4302308331,Limpieza,2027-11-04,Palmolive,127.29,383
S107,Shampoo Del Monte 906,4974561426,Cuidado Personal,2027-06-16,Del Monte,194.22,424
S108,Aceite Maggi 907,1595279608,Aceites,2027-01-15,Maggi,110.67,185
S109,Azucar Kelloggs 908,7901443331,Condimentos,2026-05-13,Kelloggs,195.85,287
S110,Sal Pringles 909,4622853099,Endulzantes,2026-04-14,Pringles,5.46,349
S111,Cafe Coca Cola 910,1398106861,Frutas,2027-07-25,Coca Cola,60.10,155
S112,Cereal Pepsi 911,4401691189,Verduras,2026-12-10,Pepsi,203.16,298
S113,Atun Lay's 912,3046843321,Congelados,2028-02-06,Lay's,168.95,266
S114,Sardina Knorr 913,1511875847,Snacks,2028-11-15,Knorr,150.17,316
S115,Mayonesa McCormick 914,8810234504,Cereales,2026-12-08,McCormick,159.70,104
S116,Ketchup Dos Pinos 915,8818147216,Lacteos,2026-04-28,Dos Pinos,55.39,183
S117,Mostaza Bimbo 916,6480938472,Granos,2027-05-11,Bimbo,50.84,343
S118,Vinagre Nestle 917,0518094819,Bebidas,2027-07-03,Nestle,69.07,425
S119,Sopa Colgate 918,4129607234,Panaderia,2027-02-16,Colgate,80.02,480
S120,Pasta Ariel 919,1275597671,Carnes,2028-09-21,Ariel,89.21,355
S121,Leche Palmolive 920,5158560125,Limpieza,2027-10-06,Palmolive,47.09,267
S122,Arroz Del Monte 921,0176996577,Cuidado Personal,2027-02-27,Del Monte,52.90,67
S123,Frijol Maggi 922,7533335303,Aceites,2027-07-20,Maggi,172.51,221
S124,Pan Kelloggs 923,4814515230,Condimentos,2028-10-21,Kelloggs,190.12,343
S125,Jugo Pringles 924,8294729452,Endulzantes,2027-08-27,Pringles,158.92,378
S126,Jabon Coca Cola 925,5688396937,Frutas,2028-03-14,Coca Cola,17.43,460
S127,Shampoo Pepsi 926,5352752735,Verduras,2028-06-14,Pepsi,92.38,483
S128,Aceite Lay's 927,4440619016,Congelados,2028-03-08,Lay's,186.94,176
S129,Azucar Knorr 928,6972864858,Snacks,2026-01-02,Knorr,146.83,183
S130,Sal McCormick 929,4375088987,Cereales,2027-12-01,McCormick,101.57,444
S131,Cafe Dos Pinos 930,0544281503,Lacteos,2026-01-23,Dos Pinos,164.48,70
S132,Cereal Bimbo 931,0740491859,Granos,2028-03-13,Bimbo,194.13,207
S133,Atun Nestle 932,0709604245,Bebidas,2028-04-19,Nestle,151.60,242
S134,Sardina Colgate 933,7527042793,Panaderia,2026-10-20,Colgate,39.98,243
S135,Mayonesa Ariel 934,3808528452,Carnes,2028-04-22,Ariel,36.26,205
S136,Ketchup Palmolive 935,7124770784,Limpieza,2028-03-25,Palmolive,129.01,337
S137,Mostaza Del Monte 936,5457917017,Cuidado Personal,2028-11-26,Del Monte,186.45,474
S138,Vinagre Maggi 937,1491791480,Aceites,2028-05-09,Maggi,30.09,440
S139,Sopa Kelloggs 938,8808810202,Condimentos,2028-04-04,Kelloggs,72.29,273
S140,Pasta Pringles 939,5344026439,Endulzantes,2028-09-25,Pringles,80.17,273
S141,Leche Coca Cola 940,6262016489,Frutas,2027-07-12,Coca Cola,171.36,324
S142,Arroz Pepsi 941,2358027204,Verduras,2026-04-24,Pepsi,189.24,221
S143,Frijol Lay's 942,5667851001,Congelados,2027-05-23,Lay's,42.52,484
S144,Pan Knorr 943,7580107549,Snacks,2027-03-28,Knorr,90.59,386
S145,Jugo McCormick 944,0518015514,Cereales,2026-01-20,McCormick,196.95,441
S146,Jabon Dos Pinos 945,2774525691,Lacteos,2026-08-20,Dos Pinos,171.20,240
S147,Shampoo Bimbo 946,0231033164,Granos,2028-09-12,Bimbo,111.67,415
S148,Aceite Nestle 947,7033103839,Bebidas,2027-11-12,Nestle,107.21,317
S149,Azucar Colgate 948,9867136985,Panaderia,2027-09-16,Colgate,66.00,272
S150,Sal Ariel 949,3698566573,Carnes,2028-10-10,Ariel,149.17,329
S151,Cafe Palmolive 950,0338918820,Limpieza,2026-04-08,Palmolive,17.92,220
S152,Cereal Del Monte 951,1849347757,Cuidado Personal,2027-01-25,Del Monte,66.38,158
S153,Atun Maggi 952,4792402604,Aceites,2027-08-07,Maggi,67.61,163
S154,Sardina Kelloggs 953,7753346150,Condimentos,2027-04-20,Kelloggs,64.11,355
S155,Mayonesa Pringles 954,0292326068,Endulzantes,2028-01-05,Pringles,109.45,350
S156,Ketchup Coca Cola 955,1182282702,Frutas,2027-06-02,Coca Cola,101.73,418
S157,Mostaza Pepsi 956,9653351506,Verduras,2028-01-27,Pepsi,166.15,307
S158,Vinagre Lay's 957,9656389241,Congelados,2026-03-03,Lay's,21.04,262
S159,Sopa Knorr 958,2690681897,Snacks,2028-12-25,Knorr,193.17,230
S160,Pasta McCormick 959,8494257069,Cereales,2026-05-01,McCormick,113.59,174
S161,Leche Dos Pinos 960,9066241132,Lacteos,2028-10-25,Dos Pinos,18.00,454
S162,Arroz Bimbo 961,1273080782,Granos,2028-08-25,Bimbo,126.62,344
S163,Frijol Nestle 962,6888694359,Bebidas,2028-03-01,Nestle,34.22,305
S164,Pan Colgate 963,9678482693,Panaderia,2027-03-05,Colgate,97.73,170
S165,Jugo Ariel 964,7490050032,Carnes,2028-09-12,Ariel,39.01,414
S166,Jabon Palmolive 965,6331679663,Limpieza,2028-06-17,Palmolive,64.11,282
S167,Shampoo Del Monte 966,1234945108,Cuidado Personal,2026-09-21,Del Monte,155.17,376
S168,Aceite Maggi 967,1895046908,Aceites,2027-02-11,Maggi,72.35,56
S169,Azucar Kelloggs 968,9244849862,Condimentos,2027-06-21,Kelloggs,88.50,69
S170,Sal Pringles 969,7779491384,Endulzantes,2028-07-18,Pringles,50.69,10
S171,Cafe Coca Cola 970,3795572872,Frutas,2028-02-07,Coca Cola,58.99,294
S172,Cereal Pepsi 971,7109050222,Verduras,2027-01-10,Pepsi,133.73,397
S173,Atun Lay's 972,2733099166,Congelados,2026-08-17,Lay's,85.02,225
S174,Sardina Knorr 973,4733776957,Snacks,2028-06-09,Knorr,182.60,153
S175,Mayonesa McCormick 974,2836526735,Cereales,2027-10-17,McCormick,97.49,159
S176,Ketchup Dos Pinos 975,7727333632,Lacteos,2026-09-09,Dos Pinos,201.41,453
S177,Mostaza Bimbo 976,9570069346,Granos,2027-12-20,Bimbo,72.13,446
S178,Vinagre Nestle 977,2967625599,Bebidas,2026-04-06,Nestle,192.04,433
S179,Sopa Colgate 978,9489315517,Panaderia,2026-10-08,Colgate,155.56,429
S180,Pasta Ariel 979,9275407471,Carnes,2026-10-20,Ariel,45.17,26
S181,Leche Palmolive 980,0689015515,Limpieza,2028-03-04,Palmolive,136.19,345
S182,Arroz Del Monte 981,1243555108,Cuidado Personal,2026-10-14,Del Monte,67.26,355
S183,Frijol Maggi 982,7322233374,Aceites,2026-08-08,Maggi,178.22,280
S184,Pan Kelloggs 983,6043006800,Condimentos,2027-07-17,Kelloggs,183.10,389
S185,Jugo Pringles 984,0851102220,Endulzantes,2026-01-21,Pringles,108.52,73
S186,Jabon Coca Cola 985,8858412169,Frutas,2026-02-01,Coca Cola,35.19,444
S187,Shampoo Pepsi 986,8077866212,Verduras,2026-04-16,Pepsi,69.71,157
S188,Aceite Lay's 987,6011261470,Congelados,2026-06-12,Lay's,65.36,380
S189,Azucar Knorr 988,5452751470,Snacks,2028-07-25,Knorr,15.93,268
S190,Sal McCormick 989,6410021160,Cereales,2028-11-23,McCormick,170.59,139
S191,Cafe Dos Pinos 990,3511506432,Lacteos,2026-03-06,Dos Pinos,122.37,498
S192,Cereal Bimbo 991,6874659354,Granos,2028-04-06,Bimbo,146.77,412
S193,Atun Nestle 992,6668016242,Bebidas,2027-10-25,Nestle,74.73,294
S194,Sardina Colgate 993,4102700899,Panaderia,2026-06-08,Colgate,198.97,245
S195,Mayonesa Ariel 994,9078793549,Carnes,2028-01-10,Ariel,143.20,494
S196,Ketchup Palmolive 995,0246966292,Limpieza,2026-10-04,Palmolive,55.12,5
S197,Mostaza Del Monte 996,4929681684,Cuidado Personal,2028-10-01,Del Monte,114.68,446
S198,Vinagre Maggi 997,9520652856,Aceites,2028-02-17,Maggi,42.09,390
S199,Sopa Kelloggs 998,9067339210,Condimentos,2026-12-11,Kelloggs,195.42,286
S200,Pasta Pringles 999,6427782711,Endulzantes,2028-02-17,Pringles,46.24,124
S201,Leche Coca Cola 1000,9320100798,Frutas,2026-10-08,Coca Cola,110.88,107
S202,Arroz Pepsi 1001,9110359524,Verduras,2026-03-03,Pepsi,95.90,188
S203,Frijol Lay's 1002,1990828971,Congelados,2026-12-07,Lay's,90.42,412
S204,Pan Knorr 1003,5783973056,Snacks,2027-04-24,Knorr,93.09,219
S205,Jugo McCormick 1004,6406038611,Cereales,2026-02-24,McCormick,52.69,405
S206,Jabon Dos Pinos 1005,7574503761,Lacteos,2026-05-21,Dos Pinos,60.64,198
S207,Shampoo Bimbo 1006,6981682760,Granos,2027-05-16,Bimbo,126.44,376
S208,Aceite Nestle 1007,0666998487,Bebidas,2028-01-16,Nestle,172.67,14
S209,Azucar Colgate 1008,6633484063,Panaderia,2028-03-19,Colgate,14.83,478
S210,Sal Ariel 1009,2797332649,Carnes,2028-02-02,Ariel,111.77,21
S211,Cafe Palmolive 1010,0263386903,Limpieza,2026-01-21,Palmolive,170.12,469
S212,Cereal Del Monte 1011,8312019054,Cuidado Personal,2028-03-06,Del Monte,43.87,490
S213,Atun Maggi 1012,6280215775,Aceites,2026-04-03,Maggi,35.22,467
S214,Sardina Kelloggs 1013,7222407514,Condimentos,2026-05-28,Kelloggs,34.89,40
S215,Mayonesa Pringles 1014,6814594107,Endulzantes,2028-09-22,Pringles,127.90,141
S216,Ketchup Coca Cola 1015,0878369715,Frutas,2027-09-13,Coca Cola,85.66,58
S217,Mostaza Pepsi 1016,0502505079,Verduras,2027-02-28,Pepsi,50.31,363
S218,Vinagre Lay's 1017,1751201404,Congelados,2027-02-14,Lay's,113.98,29
S219,Sopa Knorr 1018,6391584145,Snacks,2028-08-16,Knorr,52.68,328
S220,Pasta McCormick 1019,4032599295,Cereales,2028-12-24,McCormick,137.81,399
S221,Leche Dos Pinos 1020,3998634154,Lacteos,2028-12-05,Dos Pinos,142.56,307
S222,Arroz Bimbo 1021,2492325525,Granos,2026-12-21,Bimbo,79.52,414
S223,Frijol Nestle 1022,2005999089,Bebidas,2028-09-04,Nestle,88.61,386
S224,Pan Colgate 1023,9153875253,Panaderia,2028-11-17,Colgate,96.00,404
S225,Jugo Ariel 1024,8076276922,Carnes,2027-07-25,Ariel,191.68,359
S226,Jabon Palmolive 1025,4930808532,Limpieza,2028-04-23,Palmolive,36.95,179
S227,Shampoo Del Monte 1026,2223653225,Cuidado Personal,2028-05-21,Del Monte,44.52,3
S228,Aceite Maggi 1027,0832247510,Aceites,2028-11-24,Maggi,154.64,254
S229,Azucar Kelloggs 1028,7650022092,Condimentos,2027-06-11,Kelloggs,69.56,132
S230,Sal Pringles 1029,3822677076,Endulzantes,2027-05-18,Pringles,128.53,222
S231,Cafe Coca Cola 1030,3770710914,Frutas,2026-01-02,Coca Cola,138.03,420
S232,Cereal Pepsi 1031,9533459349,Verduras,2028-06-28,Pepsi,53.42,328
S233,Atun Lay's 1032,3233110469,Congelados,2027-09-14,Lay's,44.37,190
S234,Sardina Knorr 1033,0627087651,Snacks,2026-07-06,Knorr,86.07,304
S235,Mayonesa McCormick 1034,7947964635,Cereales,2028-11-14,McCormick,111.23,50
S236,Ketchup Dos Pinos 1035,4061324537,Lacteos,2028-07-18,Dos Pinos,196.51,177
S237,Mostaza Bimbo 1036,3711520507,Granos,2026-04-04,Bimbo,55.59,136
S238,Vinagre Nestle 1037,1032155214,Bebidas,2026-12-28,Nestle,36.04,265
S239,Sopa Colgate 1038,8740816188,Panaderia,2028-04-14,Colgate,139.81,232
S240,Pasta Ariel 1039,4110372701,Carnes,2028-10-26,Ariel,63.52,481
S241,Leche Palmolive 1040,5812021441,Limpieza,2028-05-26,Palmolive,140.03,397
S242,Arroz Del Monte 1041,4284714459,Cuidado Personal,2026-12-19,Del Monte,187.69,350
S243,Frijol Maggi 1042,3541639549,Aceites,2027-08-13,Maggi,175.66,270
S244,Pan Kelloggs 1043,4428203547,Condimentos,2027-05-22,Kelloggs,145.32,382
S245,Jugo Pringles 1044,2652620419,Endulzantes,2026-01-25,Pringles,137.01,333
S246,Jabon Coca Cola 1045,5240293309,Frutas,2026-10-18,Coca Cola,160.63,265
S247,Shampoo Pepsi 1046,0229628883,Verduras,2026-08-01,Pepsi,12.55,197
S248,Aceite Lay's 1047,4040301674,Congelados,2028-07-14,Lay's,127.39,430
S249,Azucar Knorr 1048,5823251915,Snacks,2028-06-07,Knorr,168.70,57
S250,Sal McCormick 1049,8041593258,Cereales,2027-10-05,McCormick,73.31,379
S251,Cafe Dos Pinos 1050,3798756272,Lacteos,2027-02-19,Dos Pinos,190.05,390
S252,Cereal Bimbo 1051,7962694785,Granos,2028-05-03,Bimbo,69.77,298
S253,Atun Nestle 1052,4955123855,Bebidas,2028-08-15,Nestle,124.73,9
S254,Sardina Colgate 1053,1013036410,Panaderia,2028-03-02,Colgate,186.04,478
S255,Mayonesa Ariel 1054,9078256130,Carnes,2026-11-09,Ariel,44.09,259
S256,Ketchup Palmolive 1055,8651287799,Limpieza,2026-05-16,Palmolive,147.93,19
S257,Mostaza Del Monte 1056,6084085775,Cuidado Personal,2028-04-01,Del Monte,59.39,293
S258,Vinagre Maggi 1057,8908689697,Aceites,2027-02-15,Maggi,143.50,199
S259,Sopa Kelloggs 1058,8667962769,Condimentos,2026-09-13,Kelloggs,141.52,476
S260,Pasta Pringles 1059,3592996458,Endulzantes,2026-06-05,Pringles,176.91,424
S261,Leche Coca Cola 1060,9327451456,Frutas,2028-10-13,Coca Cola,162.54,153
S262,Arroz Pepsi 1061,8894452320,Verduras,2026-06-04,Pepsi,26.69,186
S263,Frijol Lay's 1062,6563424698,Congelados,2028-02-01,Lay's,195.54,6
S264,Pan Knorr 1063,9123819592,Snacks,2027-01-28,Knorr,52.16,268
S265,Jugo McCormick 1064,0505446449,Cereales,2027-07-20,McCormick,168.54,402
S266,Jabon Dos Pinos 1065,0241293238,Lacteos,2026-10-08,Dos Pinos,110.15,425
S267,Shampoo Bimbo 1066,5707296361,Granos,2027-06-15,Bimbo,115.26,62
S268,Aceite Nestle 1067,8819496139,Bebidas,2027-12-07,Nestle,86.74,492
S269,Azucar Colgate 1068,2611236352,Panaderia,2028-05-19,Colgate,167.76,244
S270,Sal Ariel 1069,6332176505,Carnes,2026-06-11,Ariel,9.71,121
S271,Cafe Palmolive 1070,8863692770,Limpieza,2028-04-26,Palmolive,51.91,428
S272,Cereal Del Monte 1071,5904768022,Cuidado Personal,2026-10-13,Del Monte,15.04,45
S273,Atun Maggi 1072,2478330014,Aceites,2028-08-16,Maggi,115.66,321
S274,Sardina Kelloggs 1073,5712487572,Condimentos,2026-06-11,Kelloggs,167.58,445
S275,Mayonesa Pringles 1074,4390170284,Endulzantes,2028-09-25,Pringles,152.65,384
S276,Ketchup Coca Cola 1075,3964110648,Frutas,2026-12-02,Coca Cola,118.71,366
S277,Mostaza Pepsi 1076,3785818709,Verduras,2028-08-26,Pepsi,94.43,299
S278,Vinagre Lay's 1077,0063101445,Congelados,2028-11-28,Lay's,24.19,421
S279,Sopa Knorr 1078,7614281211,Snacks,2027-01-08,Knorr,66.91,432
S280,Pasta McCormick 1079,9971289733,Cereales,2027-01-18,McCormick,169.92,366
S281,Leche Dos Pinos 1080,8195693105,Lacteos,2028-10-12,Dos Pinos,163.61,30
S282,Arroz Bimbo 1081,1398634141,Granos,2026-06-06,Bimbo,93.05,479
S283,Frijol Nestle 1082,5359365767,Bebidas,2028-04-23,Nestle,103.55,144
S284,Pan Colgate 1083,5114511933,Panaderia,2026-05-26,Colgate,177.12,402
S285,Jugo Ariel 1084,2050445868,Carnes,2026-03-08,Ariel,53.87,466
S286,Jabon Palmolive 1085,8181878114,Limpieza,2027-11-19,Palmolive,97.78,95
S287,Shampoo Del Monte 1086,1102137498,Cuidado Personal,2028-06-04,Del Monte,104.55,28
S288,Aceite Maggi 1087,3644772689,Aceites,2026-10-24,Maggi,81.74,98
S289,Azucar Kelloggs 1088,5452752151,Condimentos,2027-04-22,Kelloggs,179.17,480
S290,Sal Pringles 1089,1232186061,Endulzantes,2028-11-15,Pringles,155.70,478
S291,Cafe Coca Cola 1090,9914988420,Frutas,2027-01-12,Coca Cola,97.64,312
S292,Cereal Pepsi 1091,0283031629,Verduras,2026-04-10,Pepsi,98.99,380
S293,Atun Lay's 1092,9565199238,Congelados,2026-06-13,Lay's,178.48,163
S294,Sardina Knorr 1093,2529305830,Snacks,2026-04-25,Knorr,45.18,264
S295,Mayonesa McCormick 1094,3135923451,Cereales,2028-11-17,McCormick,5.42,458
S296,Ketchup Dos Pinos 1095,1971869218,Lacteos,2026-05-22,Dos Pinos,172.50,342
S297,Mostaza Bimbo 1096,3933756277,Granos,2026-06-12,Bimbo,28.08,474
S298,Vinagre Nestle 1097,4579504467,Bebidas,2027-07-03,Nestle,194.76,361
S299,Sopa Colgate 1098,3962354471,Panaderia,2027-12-15,Colgate,34.85,269
S300,Pasta Ariel 1099,2480878535,Carnes,2026-08-10,Ariel,190.91,76
S301,Leche Palmolive 1100,5117889130,Limpieza,2028-05-13,Palmolive,159.26,297
S302,Arroz Del Monte 1101,6161568626,Cuidado Personal,2026-10-23,Del Monte,93.20,279
S303,Frijol Maggi 1102,4687572308,Aceites,2028-01-17,Maggi,193.06,304
S304,Pan Kelloggs 1103,4521313283,Condimentos,2028-12-11,Kelloggs,202.40,215
S305,Jugo Pringles 1104,1446467096,Endulzantes,2027-12-24,Pringles,66.45,243
S306,Jabon Coca Cola 1105,4043956093,Frutas,2026-06-19,Coca Cola,192.39,415
S307,Shampoo Pepsi 1106,7181184528,Verduras,2028-10-18,Pepsi,146.64,34
S308,Aceite Lay's 1107,8179099804,Congelados,2027-07-25,Lay's,155.82,364
S309,Azucar Knorr 1108,7727872559,Snacks,2026-09-12,Knorr,72.68,312
